1/4,1/2,1/1,2x,4x
1.0060262648534763,1.0139391542795613,1.0303809001632165,1.0549244602294126,1.072253650160917
1.0019249466013922,1.004473589005113,1.0101854658419582,1.0200399108193734,1.033549229893305
1.0026321167588204,1.0051255567074553,1.0084075800951156,1.0126035681810739,1.0168097685165594
1.0008306167677579,1.0017051654114653,1.0035230322306352,1.0071339940815975,1.0139613149050537
1.0007674820324906,1.0015640844260592,1.0032953732446526,1.0065228731530786,1.0124034836848317
1.0030837597491395,1.0058189288381039,1.0117502593732146,1.0200326146908254,1.027608603894067
1.0020618177763077,1.0048336293565563,1.0113607436065903,1.021360164768575,1.0332625519514083
1.0013212018402164,1.0029919558532157,1.0066819489549323,1.0127597778130228,1.019343706536489
1.001856922027586,1.0039548625715469,1.0084334909663575,1.016826347110109,1.0308667234799551
1.0019460598931662,1.0045297631516963,1.0094300310153157,1.016881125343642,1.0244897897283542
1.001423508807861,1.0029810111068347,1.0058008132151037,1.0104198331958196,1.0204513690632004
1.0012406376131107,1.002658267606392,1.0061028814624642,1.0129161754549527,1.0252850787857943
1.0020402002727757,1.0045219059871902,1.0095732578326797,1.0196687342467627,1.0313249199209342
1.0028345706161983,1.005932222330071,1.01250203193933,1.0205632730086094,1.0286525839839058
1.0074533245322894,1.0155768596727368,1.032799727159457,1.0575581652586559,1.0877019153660237
1.001869073456688,1.0043244819916817,1.0090009627035292,1.016681068015501,1.0237424994559863
1.0018223547040557,1.0045446336678032,1.0110173757668615,1.0216184701990172,1.033373414324818
1.0021340890084756,1.0050701284616634,1.011813184241606,1.0231819043177393,1.0384445596530743
1.0032115439033307,1.0070328959041799,1.01500174803858,1.0284473243837096,1.0459915766988535
1.0010489401286349,1.0022735714056399,1.0055145930426916,1.011039787854949,1.0204287850683749
1.0036777764109215,1.0075891840936524,1.0161178075183135,1.02997657746751,1.0477774253509198
1.0018872733924151,1.0043320017296353,1.009964802515442,1.0189505908888408,1.0345023712417525
1.00042427226769,1.00100888250915,1.0022376321919375,1.004638871382062,1.0074915402575162
1.0043100754922105,1.0093570098611158,1.0191692321239205,1.0333940207423309,1.0518413867271938
1.0060759689330883,1.0150955181520418,1.03298961359582,1.0543438922120432,1.0715618497820398
1.002772578482249,1.006699160736211,1.014552904896282,1.0286617239008955,1.0435711800514906
1.0013176317591246,1.0031707123781406,1.0073125202325512,1.016496504567037,1.0321040316402952
1.000782397532277,1.0017940259612952,1.0033521058881938,1.0063671490857546,1.0099155803684796
1.0017844301678085,1.0035764646588285,1.0062497764286666,1.0105622074796667,1.014453313632258
1.0024337947757298,1.0055331394379174,1.0118150454040815,1.0242563077081634,1.0376219403177434
1.0009421616035925,1.0020153431225887,1.0040563511942011,1.007021218871551,1.0105794406965938
1.001673461362882,1.0030349693408886,1.0066584829678142,1.0133946289497078,1.024639774313583
1.0011852385087152,1.0026236837927236,1.0051828810310366,1.010795550443171,1.0194720316741819
1.0013755442534817,1.00330548939624,1.0073949253683394,1.0154309930199585,1.0294057039069173
1.0008963006010514,1.0018877936501744,1.0038784506335408,1.0081908509261248,1.0156694133214708
1.0014354827650354,1.003388743090397,1.0074563651455113,1.014086497311513,1.0223142992413445
1.0016645512972477,1.0038315931994581,1.0076146842656606,1.013129248901245,1.0217985674826626
1.0013024081823818,1.0031535146069257,1.0070367280679795,1.0138434622327592,1.0224018755435065
1.0013178874337931,1.0026401167494599,1.0055445595742118,1.0103892111991724,1.0172018266437481
1.0048777969451301,1.0095741399956109,1.0197481810515492,1.0358068626591441,1.062451972404349
1.001279617357651,1.0027629992491112,1.0056761216054364,1.0100776157405582,1.0164243580103722
1.0023396181897297,1.0051785612440145,1.0102031377259093,1.0189106916945643,1.026213302476917
1.0021320076572557,1.0049254341106069,1.0100618424791041,1.0183752610591645,1.0288658415353518
1.0011456875254945,1.0027114287216359,1.0052102059222154,1.0094727137769879,1.0155588887813445
1.0010372004911356,1.002173571942322,1.0049123248700411,1.0099646162313247,1.0186228369435022
1.0012068372130725,1.002762911057339,1.005781865314943,1.0111116311562545,1.020488453171227
1.0046263781012175,1.0087064271181752,1.016620205193264,1.0267192781635628,1.035336716520653
1.0024579098797948,1.005736265906695,1.0138696587855347,1.0241847117789686,1.0369074099940843
1.000775330324331,1.0016296527462667,1.0034915058214215,1.0068164696860922,1.010854924786114
1.0025000902801677,1.0058466308622727,1.0128109841505455,1.0217479547345578,1.0290024487944724
1.0006947080790551,1.0016273722190987,1.004086137918868,1.0080189891939315,1.0133736041131751
1.0007444043900409,1.0015692637011666,1.003420986493889,1.0078026447154902,1.0156118004607229
1.0006374085906287,1.0013142773703891,1.003070268007494,1.0059180650371695,1.010557042896679
1.0007813937983272,1.0017410449480277,1.0037484919033823,1.0071353893679178,1.0137583007656017
1.0007609703724443,1.0020125422610726,1.0043550326825135,1.007580018550195,1.0130249843463754
1.0008395755616504,1.0016985549092579,1.0034504344422084,1.0063756628768044,1.0104826525025923
1.002232044345068,1.0048649218734116,1.0100905997729008,1.0181056886013569,1.0272789490232628
1.002176248573536,1.0049400682746092,1.0104310274924941,1.0170331073700645,1.0239916846412394
1.0022635223402045,1.0046272181675198,1.0086957655707014,1.0142092241550635,1.0226932934166875
1.0036643876630893,1.0081638011200258,1.016558024559641,1.0291074434665082,1.0432232991102315
1.0043191758762795,1.009121582793337,1.0190644511113591,1.0349854960199285,1.0575404134095931
1.0005810310426808,1.0013362277973772,1.002738357042382,1.006477770622898,1.0141864185842446
1.0024450657725348,1.0061175483977656,1.0137038394091578,1.0237594522553253,1.033300675896915
1.0005681536630724,1.001408081277445,1.0033441988191365,1.0070987729428087,1.0146889375175903
1.0018739374435062,1.003586966743811,1.0074750951082403,1.0154654771817855,1.0265632230507606
1.0044871852355,1.0100047008764648,1.0220567177482665,1.03956179081813,1.0587177320151113
1.0009609055627258,1.0019215910190744,1.0036572981863086,1.0067867351186552,1.0109641634152042
1.0003494671559021,1.000612455592969,1.0012119822814312,1.0023545884793934,1.0053303908445175
1.002136144957078,1.0047083402238124,1.008805207048817,1.0142820841992264,1.022504292799724
1.0013299809420566,1.0027067383374186,1.0049251024138874,1.0086049953768879,1.0141738108050826
1.0017074143958742,1.0035798971487817,1.007561202251031,1.0142854191628543,1.0255925063202136
1.001745441190976,1.0037393786042155,1.0074635060217596,1.0131315927814533,1.0221522205950322
1.0025032650862158,1.0054567586703334,1.0112830360888805,1.0197338090483603,1.0317214374086108
1.0037416679840838,1.0084961859451047,1.016926379705741,1.0293520096752862,1.040923247366087
1.000618317004691,1.0011796473249244,1.0026221369204737,1.0048913858686066,1.0080213727594804
1.0045245706275687,1.0097422977008028,1.0184917428643399,1.0309272151102193,1.0483235960638124
1.0052474972738699,1.0113854961267026,1.0222710582724748,1.0354109206638917,1.0424153944361991
1.0047033246034691,1.0103853065445296,1.0219295202479755,1.0385044292901466,1.0543481708980003
1.0009453650020985,1.0018415596240424,1.0036116796984598,1.006368330437207,1.0086447508417677
1.0038357476642337,1.008857098627593,1.0175164321177932,1.0311710537998815,1.049486882419026
1.0028305217137803,1.0054409019663653,1.010309330841716,1.019375150954204,1.0320332902360876
1.0037215381992968,1.007834447925227,1.0166752393735454,1.0301458323034303,1.046244170465151
1.0033223020589945,1.0079683916038116,1.0177867354905183,1.0329375159857719,1.0489565567911803
1.0017946522787025,1.003655073999521,1.0067466808042,1.0123826375802443,1.022777628879247
1.0044426661298156,1.0092858902741981,1.0178715503263844,1.0299120169999376,1.041828664284696
1.00162201793425,1.0034014456495526,1.0072860800446635,1.0138050363180278,1.024920214569454
1.0036341922980414,1.0076897452239673,1.0155099599769817,1.0243720716044118,1.0341279952243183
1.0025446103643694,1.0058432306937486,1.012497679718071,1.0222954466299974,1.0315205910055556
1.0019282352831165,1.0040250557897492,1.0079404873850573,1.0137250345846782,1.0193652564565268
1.0026751586032463,1.0057208164737976,1.0124195809137237,1.021323536012562,1.0318150809983155
1.004771106692031,1.0103261230611282,1.0202743018561111,1.0326937231057598,1.0469757865460951
1.0009368584314564,1.0022010810444637,1.0042071442067138,1.0076434488665735,1.0121829806041376
1.0015691275676786,1.0034131716043921,1.0066720109144351,1.0117590497285986,1.0205744397377754
1.0011486276766326,1.0025536868122875,1.0048045697890124,1.008463927806866,1.0140097436668634
1.0022608436800922,1.0049788405670719,1.0102307244894806,1.0159675666908163,1.0204852598818883
1.0014301438777298,1.002987607951619,1.0059370522641444,1.0100234841547628,1.0145503465458456
1.0039525347248053,1.0080162928792933,1.015653515201449,1.0282336845517754,1.0434370523148337
1.0031809080805207,1.0073846335628507,1.014905376789891,1.0281257167603974,1.0429397692828852
1.0029979473883721,1.0068290795082278,1.0145726616469348,1.0250504693842553,1.037132745134162
1.002986895585763,1.0064388234876778,1.0133677696740717,1.023690491509156,1.0379541065092073
1.0011909952331968,1.0026918410662415,1.0051885252813213,1.009343747642467,1.0164661241101793
1.0026958174739593,1.0060643437442987,1.011606119933775,1.0201443436593656,1.0299415848945543
1.0028905437019202,1.0071483821055676,1.0143999467205136,1.0239754309192244,1.034755047975749
